input,given,family,orcid,other-names,employment,education,works,peer-reviews,funding,emails,other_names,Total,journal
Sandra Trujillo,sandra,trujillo,0000-0001-9714-0752,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,0,8,5,7,2,3,,,20,Peace and Conflict: Journal of Peace Psychology
Sandra Trujillo,sandra rocio ,trujillo,0009-0001-2817-5617,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Ximena ,Trujillo ,0009-0007-2259-6844,0,0,0,2,0,0,,,2,Ciencia Latina Revista Científica Multidisciplinar
Sandra Trujillo,Sandra,Nodal Trujillo,0000-0002-2900-5089,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra,Trujillo Vicente,0009-0004-5049-8027,0,1,0,0,0,0,,,1,
Sandra Trujillo,Sandra ,Trujillo Velez,0000-0003-2750-9424,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra ,Trujillo Pacheco,0000-0002-3472-8986,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra,Trujillo Sierra,0009-0004-5563-6281,0,1,0,0,0,0,,,1,
Sandra Trujillo,sandra,trujillo vicente,0009-0009-5773-3778,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra,Ayala Trujillo  ,0000-0002-1579-7038,0,2,0,0,0,0,,,2,
Sandra Trujillo,Sandra,Martínez Trujillo,0009-0004-1683-0401,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra ,Aburto. Trujillo,0009-0006-2911-9306,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra ,Trujillo Quispe,0000-0002-9833-3430,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra,Clara-Trujillo,0000-0002-6455-2993,0,9,4,10,0,5,1,,25,ACS Applied Materials &amp; Interfaces
Sandra Trujillo,Sandra Migdonia,Tovar Trujillo,0000-0002-5325-2725,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Valeria,Soto Trujillo,0000-0001-7878-8035,0,0,0,0,0,0,,,0,
Sandra Trujillo,SANDRA MILENA,GUALTERO TRUJILLO,0000-0003-3348-2387,0,0,0,0,0,0,,,0,
Sandra Trujillo,SANDRA MILENA,TRUJILLO CUELLAR,0000-0001-8727-0916,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Migdonia,Tovar Trujillo,0009-0006-7278-3237,0,1,0,0,0,0,,,1,
Sandra Trujillo,Sandra Viviana ,TRUJILLO OLARTE ,0000-0002-9271-7257,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Iris,Trujillo Jesús,0009-0008-7032-8219,0,0,1,0,0,0,,,0,
Sandra Trujillo,sandra lorena,trujillo vega,0000-0002-4992-4461,0,0,0,0,0,0,,,0,
Sandra Trujillo,JACQUELINE SANDRA,HUARAC TRUJILLO,0000-0003-3417-7608,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Milena ,Vivas Trujillo,0009-0001-7601-8114,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Inés,Trujillo Juárez,0000-0001-8555-1116,4,4,3,24,1,0,,,29,Editorial Transdigital
Sandra Trujillo,Sandra Magaly,Lipe Trujillo,0009-0001-2839-3702,0,1,0,0,0,0,,,1,
Sandra Trujillo,Sandra Lorena,Giraldo-Trujillo,0009-0006-1645-608X,0,1,3,0,0,0,,,1,
Sandra Trujillo,SANDRA MILENA,GRANADOS TRUJILLO,0009-0003-9209-3338,0,4,3,1,0,0,1,,6,Universidad de Santander UDES
Sandra Trujillo,SANDRA MILENA,TRUJILLO PEÑA,0009-0008-6344-9426,0,1,1,7,0,0,,,8,Universidad Tecnológica de Pereira
Sandra Trujillo,Sandra Tahití,González Trujillo,0009-0007-0318-1512,0,0,0,0,0,0,,,0,
Sandra Trujillo,Sandra Elizabeth,Trujillo Lévano ,0000-0002-9161-3499,0,1,0,1,0,0,,,2,Journal of Clinical Medicine
Sandra Trujillo,Sandra Karina,De la Cruz Trujillo,0000-0001-5371-0629,0,2,3,2,0,0,,,4,Revista Verde Grande: Geografia e Interdisciplinaridade
Isa Woo,Isa,Woo,0000-0002-8447-9236,0,1,2,57,0,0,,,58,Estuaries and Coasts
Stephanie Yelenik,Stephanie,Yelenik,0000-0002-9011-0769,0,2,3,41,4,1,,,48,Restoration Ecology
Sarah Ann Bickel,Sarah Ann,Bickel,Not Found,,,,,,,,,0,
Patrick A. Bock,Florian Patrick,Bock,0000-0002-6976-8531,0,2,1,10,0,0,,,12,Nature Communications
Patrick A. Bock,patrick andrew,bock,0000-0003-4671-7472,0,0,0,0,0,0,,,0,
David Borslien,David,Borslien,Not Found,,,,,,,,,0,
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-9548-5885,0,1,2,0,0,0,,,1,
Kelly Sherman Boyle,Kelly,Boyle,0000-0003-4711-9503,0,2,1,4,0,0,,,6,The American Surgeon™
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-3638-2181,0,4,2,37,0,0,,,41,Journal of Experimental Biology
Heather S. Cooley,Heather,Tubbs Cooley,0000-0002-1662-1368,0,3,4,54,0,5,,,62,Pediatrics
Heather S. Cooley,Heather,Cooley,0000-0002-9369-4683,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0002-1186-9700,0,0,0,5,0,0,,,5,Ecological Indicators
Erica A. Garcia,Erica,Garcia-Pittman,0000-0002-6835-1910,0,1,4,7,1,0,,,9,Mental Health Clinician
Erica A. Garcia,ERICA ,GARCIA GARCIA,0009-0003-3602-5162,0,1,0,0,0,0,,,1,
Erica A. Garcia,Erica,Saldivar Garcia,0000-0002-6559-1695,0,1,2,3,0,0,,,4,Perspectives of the ASHA Special Interest Groups
Erica A. Garcia,Erica,Garcia,0000-0002-2617-5277,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0001-9008-2350,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0002-6062-0872,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0002-4611-5618,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0002-3366-8213,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0000-0002-5128-6761,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia,0009-0001-8977-893X,0,2,0,0,0,0,,,2,
Erica A. Garcia,Erica,Rossi Garcia,0009-0006-2441-6483,0,1,0,0,0,0,,,1,
Erica A. Garcia,Erica ,Garcia Lezcano,0000-0002-3328-7875,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica ,Garcia Hernandez ,0009-0000-8818-0453,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia-Thomas,0009-0002-5475-971X,0,1,0,0,0,0,,,1,
Erica A. Garcia,Erica,Garcia-Verellen,0009-0004-7658-5241,2,1,2,1,0,0,,,2,Neurobiology of Disease
Erica A. Garcia,Erica,Garcia Badaracco,0000-0003-0860-766X,0,0,0,0,0,0,,,0,
Erica A. Garcia,PRINCESS ERICA,GARCIA,0000-0001-8943-7855,0,0,1,0,0,0,,,0,
Erica A. Garcia,Erica,Garcia França Lopes,0000-0002-8414-3759,0,0,2,0,0,0,,,0,
Erica A. Garcia,Erica Evelin ,Rojas Garcia ,0000-0002-1605-5765,0,0,0,0,0,0,,,0,
Erica A. Garcia,Erica Ruth,Alcedo Garcia,0000-0002-1251-5533,0,0,0,0,0,0,,,0,
Erica A. Garcia,Analiz Erica ,Garcia Mendizabal,0009-0003-7102-0543,0,1,0,0,0,0,,,1,
Erica A. Garcia,Erica Danuska,Cornejo Garcia,0009-0004-0152-0339,0,0,0,0,0,0,,,0,
Erica A. Garcia,Janne Erica,Velarde Garcia,0009-0000-5683-3667,0,0,0,0,0,0,,,0,
Lauren Gershman,Lauren,Gershman,Not Found,,,,,,,,,0,
Emily Hatley,Emily,Hatley,Not Found,,,,,,,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-6981-6057,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4410-929X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8036-2922,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4967-1302,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5622-0112,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7940-1290,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7395-281X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3221-5976,0,0,2,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7325-4146,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-0106-9299,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8802-1273,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4813-0862,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8485-004X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan ,Lee,0000-0002-9543-958X,0,0,0,1,0,1,,,2,Cardiovascular Research
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-9374-7610,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-4502-1115,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7764-0506,0,0,0,5,0,0,1,,6,Palgrave Macmillan
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-0111-3475,0,1,2,1,0,0,,,2,The Journal of Pediatrics
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7941-5684,0,0,0,2,0,0,,,2,Journal of neurointerventional surgery
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1398-629X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9680-805X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-0067-1144,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-1575-7711,0,0,2,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3551-9465,0,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0009-0009-8470-1528,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2448-6880,1,0,3,4,0,0,3,,7,Engineering Applications of Computational Fluid Mechanics
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8880-8570,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7627-7829,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-6492-0792,0,1,0,4,0,0,,,5,Gerontology
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7626-8386,0,0,0,1,0,0,,,1,The Astrophysical Journal Letters
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-0599-9818,0,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7021-0714,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2196-7862,0,1,0,4,0,0,,,5,The Joint Commission Journal on Quality and Patient Safety
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5387-2852,0,0,1,2,0,0,,,2,IEEE Internet of Things Journal
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4614-2448,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9419-2116,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-7406-5173,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-8923-5129,0,1,0,1,0,0,,,2,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-4750-3476,0,0,0,1,0,0,,,1,International Journal of Market Research
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-0388-0368,0,0,0,1,0,0,,,1,Neurological Sciences
Jonathan S.F. Lee,Jonathan,lee,0009-0000-5365-7151,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1828-1707,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0002-9417-3262,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3932-761X,0,4,3,27,0,0,,,31,IEEE Control Systems
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8610-2400,1,2,3,113,0,0,,,115,Proceedings of the Geologists' Association
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8477-8025,0,0,0,2,0,0,,,2,Issues in Accounting Education
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5026-1378,0,1,3,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-9330-6881,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0009-8590-2559,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9546-5294,0,1,1,5,0,0,,,6,mBio
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8606-8556,1,0,0,5,0,0,,,5,The American Journal of Dermatopathology
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-2808-7154,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5316-6069,0,0,0,2,3,0,,,5,RELC Journal
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-8776-7986,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-8633-4869,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5178-391X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-3975-0927,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0009-0007-7370-7612,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5977-691X,0,1,2,19,0,0,,,20,Illiesia
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-1452-1555,0,1,0,2,0,0,,,3,Chemistry of Materials
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-2062-9858,0,0,0,2,0,0,2,,4,"Fashion, Style & Popular Culture"
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-6976-1831,0,1,1,41,13,0,,,55,Bioresource Technology
Jonathan S.F. Lee,JONATHAN,LEE,0000-0001-6860-4802,1,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1113-8799,0,1,1,15,0,0,,,16,Radiation Effects and Defects in Solids
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-1911-7057,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7752-1742,0,1,0,1,0,0,,,2,Cancer Treatment and Research Communications
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9678-2603,0,1,0,5,0,0,,,6,Current Medical Research and Opinion
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-5041-8579,0,1,0,1,0,0,,,2,Science Advances
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5955-5145,0,1,0,22,8,0,,,31,Neurology Neuroimmunology & Neuroinflammation
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2163-8348,1,2,3,12,0,0,,,14,American Journal of Gastroenterology
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3509-6589,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-0355-5362,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-0704-9245,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0007-4601-9742,0,1,0,1,0,0,,,2,"Boston Congress of Public Health Review (BCPHR, Formerly HPHR)"
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9768-5338,0,0,0,8,0,0,,,8,IEEE Transactions on Applied Superconductivity
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-8692-2189,1,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-3010-1934,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-9984-6171,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2284-2482,0,1,2,61,8,6,,,76,Frontiers in Behavioral Neuroscience
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7316-7643,0,0,0,42,0,0,,,42,Journal of the American Chemical Society
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1083-2172,0,2,1,18,0,0,,,20,Energy Economics
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9224-6424,0,0,0,2,0,0,,,2,JAMA Pediatrics
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-9003-8456,0,0,0,10,0,0,,,10,Nucleic Acids Research
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5220-1275,1,1,1,17,0,0,1,,19,Radiology Case Reports
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-7132-8305,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0005-7414-5215,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,0,0,5,9,0,0,,,9,Electric Power Systems Research
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3504-8464,1,1,1,11,0,0,,,12,The Journal of emergency medicine
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5532-5206,0,0,2,22,0,0,,,22,The Journal of arthroplasty
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8806-8066,0,1,0,13,0,0,,,14,Clinical Otolaryngology
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2575-5568,0,7,3,20,3,0,1,,31,Exceptional Children
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9165-2316,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3984-6383,0,2,0,3,1,0,,,6,"Journal of International Financial Markets, Institutions and Money"
Jonathan S.F. Lee,Jonathan,Lee,0009-0001-8700-6020,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2504-4849,0,0,0,0,10,0,,,10,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8161-575X,0,2,3,4,3,0,,,9,Journal of Management & Organization
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4485-1611,0,1,2,4,0,0,,,5,Journal of Controlled Release
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7065-8041,0,2,0,48,2,0,,,52,Molecular Cancer Therapeutics
Jonathan S.F. Lee,Jonathan,Lee,0009-0005-4474-6183,0,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2539-5235,0,1,0,26,14,0,,,41,Journal of Applied Phycology
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-9700-2548,0,1,0,2,0,0,,,3,Science Advances
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1229-0098,0,0,4,12,0,0,,,12,Cell reports
Jonathan S.F. Lee,Jonathan,Lee-Confer,0000-0002-2112-9802,0,1,2,16,6,0,1,,24,Journal of Biomechanics
Jonathan S.F. Lee,Jonathan,Lee Rodriguez,0009-0002-5694-7108,0,1,2,2,1,0,1,,5,Environmental DNA
Jonathan S.F. Lee,Jonathan,Vincent Lee,0009-0004-7980-7620,0,0,0,12,0,0,,,12,Journal of Hypertension
Jonathan S.F. Lee,Jonathan Sangyun,Lee,0000-0002-5972-8667,1,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Y,Lee,0000-0002-5208-0394,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Yiho,Lee,0000-0003-1244-2335,0,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan Hanjin,Lee,0009-0002-8735-9480,0,1,0,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan Zhiqiang,Lee,0000-0001-6789-8132,0,1,1,0,0,0,,,1,
Jonathan S.F. Lee,Jonathan Y.,Lee,0000-0003-1267-948X,0,1,0,5,1,0,1,,8,Proceedings of the National Academy of Sciences
Jonathan S.F. Lee,Jonathan William,Lee,0000-0002-0154-3440,0,1,0,5,6,0,,,12,Healthcare
Jonathan S.F. Lee,Kwok Ming Jonathan,Lee,0000-0002-1950-9099,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Chuo Min,Lee,0000-0003-4582-3505,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Tak Loong,Lee,0000-0001-9189-0835,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Ka Leung,Lee,0000-0003-2414-3500,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Wai Lam Jonathan,Lee,0000-0002-3531-3520,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Chia-Ho,Lee,0000-0003-3934-6458,0,9,4,26,0,9,,,44,American Academy of Child and Adolescent Psychiatry
Jonathan S.F. Lee,Jonathan Sang-Joon,Lee,0009-0008-3059-2007,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Cheuk Wing Jonathan,Lee,0000-0002-2526-9634,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Kwok Ming Jonathan ,Lee,0000-0002-3850-9684,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Jonathan Hon Chung,Lee,0009-0006-0204-8990,2,0,1,1,0,0,,,1,ZooKeys
Jonathan S.F. Lee,Jonathan Song Yang,Lee,0009-0009-9070-563X,0,0,0,0,0,0,,,0,
Jonathan S.F. Lee,Xiang Wei Jonathan,Lee,0000-0001-8545-0243,0,0,1,3,0,0,,,3,Journal of Clinical Urology
Jonathan S.F. Lee,Jonathan Him Nok,Lee,0000-0003-3990-8801,1,1,3,10,6,0,1,,18,International Journal of Bilingualism
Jung Lee,Jung-Jung,Lee,0000-0001-7126-794X,0,0,2,0,0,0,,,0,
Jung Lee,Jung,Lee,0000-0003-3115-3432,0,0,0,0,0,0,,,0,
Jung Lee,JUNG,LEE,0000-0002-9473-5520,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0000-0001-9772-6913,0,1,0,0,0,0,,,1,
Jung Lee,Jung,Lee,0000-0002-8903-6549,1,1,2,0,0,0,,,1,
Jung Lee,Jung,Lee,0000-0002-1692-9506,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0000-0001-8074-105X,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0009-0003-3319-7225,0,1,0,0,0,0,,,1,
Jung Lee,Jung,Lee,0000-0003-3669-4617,0,1,0,0,0,0,,,1,
Jung Lee,Jung,Lee,0000-0002-7826-8221,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0009-0001-1315-088X,0,1,0,6,0,0,,,7,"East Asian Science, Technology and Society: An International Journal"
Jung Lee,Jung,Lee,0000-0003-0458-1474,0,0,0,22,0,0,,,22,IEEE Access
Jung Lee,Jung,Lee,0009-0008-0989-0907,0,1,0,0,0,0,,,1,
Jung Lee,Jung,Lee,0009-0002-3542-5669,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0000-0002-6689-8373,0,0,0,2,0,0,,,2,Animals
Jung Lee,Jung,Lee,0000-0001-8568-8163,0,5,2,28,2,0,,,35,Neurocomputing
Jung Lee,Jung,Lee,0009-0009-1168-2311,0,0,0,0,0,0,,,0,
Jung Lee,Jung,Lee,0000-0001-9274-6739,0,1,0,23,0,0,,,24,Telematics and Informatics
Jung Lee,Jung,Lee,0009-0006-4971-0232,0,1,0,0,0,0,,,1,
Jung Lee,Jung,Lee,0000-0003-1177-7117,0,0,0,2,0,0,,,2,Nature Chemical Biology
Jung Lee,Jung,Lee,0000-0002-5295-0708,0,2,4,10,4,2,,,18,Scientific Data
Jung Lee,Jung,Lee,0009-0003-8835-5614,0,1,0,1,0,0,,,2,
Jung Lee,Jung Hwa,Lee,0000-0003-4620-2815,0,0,0,0,0,0,,,0,
Jung Lee,Hyun Jung,Lee,0000-0001-5821-9097,0,0,0,0,0,0,,,0,
Jung Lee,Jung Gil,Lee,0000-0002-4144-6821,0,0,0,2,0,0,,,2,Desalination
Jung Lee,JUNG IL,LEE,0000-0003-2179-0120,0,0,0,0,0,0,,,0,
Jung Lee,Jung yeol,Lee,0000-0001-9828-714X,0,0,0,0,0,0,,,0,
Jung Lee,YOON JUNG,LEE,0000-0001-7060-7543,0,0,0,0,0,0,,,0,
Jung Lee,Hye-Jung,Lee,0000-0002-9763-7141,0,0,0,0,0,0,,,0,
Jung Lee,Jung Im,Lee,0000-0002-3050-3077,0,0,0,0,0,0,,,0,
Jung Lee,Yun Jung,Lee,0000-0001-5045-632X,0,0,0,0,0,0,,,0,
Jung Lee,Jung Woo,Lee,0000-0003-4029-4245,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Ok,Lee,0000-0003-3961-669X,0,0,0,0,0,0,,,0,
Jung Lee,Min Jung,Lee,0000-0001-8811-9804,0,0,0,0,0,0,,,0,
Jung Lee,Jung Ju,Lee,0000-0003-3463-9104,0,0,0,0,0,0,,,0,
Jung Lee,Eun Jung,Lee,0000-0002-5820-4212,0,0,1,0,0,0,,,0,
Jung Lee,Jung Hye,Lee,0000-0003-1973-7224,0,0,1,0,0,0,,,0,
Jung Lee,Hsin-Jung,Lee,0000-0001-6018-4954,0,0,0,0,0,0,,,0,
Jung Lee,Hyeun Jung,Lee,0000-0002-0486-2308,0,0,0,0,0,0,,,0,
Jung Lee,Shin Jung,Lee,0000-0001-6216-9395,0,2,2,0,0,0,,,2,
Jung Lee,min jung,lee,0000-0001-5253-7190,0,1,0,0,0,0,,,1,
Jung Lee,Hyun Jung,Lee,0000-0002-3573-0308,0,0,1,0,0,0,3,,3,
Jung Lee,Jung-Hun,Lee,0000-0002-2407-793X,0,0,1,2,0,0,,,2,Nature Plants
Jung Lee,Jung Woo,Lee,0000-0002-6186-8909,0,0,0,2,0,0,,,2,Journal of the Korean Society of Clothing and Textiles
Jung Lee,Eun Jung,Lee,0000-0003-2693-1236,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Hyun,Lee,0000-0002-0355-5269,0,0,0,0,0,0,,,0,
Jung Lee,hyun jung,lee,0000-0002-4871-0680,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Hyun,Lee,0000-0003-2144-8376,0,0,0,0,0,0,,,0,
Jung Lee,Jung Ah,Lee,0000-0003-1957-0938,0,1,0,0,0,0,,,1,
Jung Lee,Yeon-Jung,Lee,0000-0003-1812-7408,0,0,0,0,0,0,,,0,
Jung Lee,Jung eun,Lee,0000-0002-3041-7179,0,0,0,0,0,0,,,0,
Jung Lee,Jung Min,Lee,0000-0001-5054-221X,0,0,0,0,0,0,,,0,
Jung Lee,Eun-jung,Lee,0000-0003-4729-0669,0,1,0,0,0,0,,,1,
Jung Lee,Jung Min,Lee,0000-0003-4547-1132,0,0,0,0,0,0,,,0,
Jung Lee,Chang Jung,Lee,0000-0001-9052-3160,0,0,0,0,0,0,,,0,
Jung Lee,Jung Song,Lee,0000-0001-5227-3789,0,0,0,0,0,0,,,0,
Jung Lee,Jung-Hyo,Lee,0000-0002-0573-8659,0,0,0,0,0,0,,,0,
